PId,averageAMPs_q1,averageAMPs_q2,averageAMPs_q3,averageAMPs_q4,group,hotkeysSetIntensity_q1,hotkeysSetIntensity_q2,hotkeysSetIntensity_q3,hotkeysSetIntensity_q4,hotkeysSet_q1,hotkeysSet_q2,hotkeysSet_q3,hotkeysSet_q4,hotkeysUseIntensity_q1,hotkeysUseIntensity_q2,hotkeysUseIntensity_q3,hotkeysUseIntensity_q4,hotkeysUse_q1,hotkeysUse_q2,hotkeysUse_q3,hotkeysUse_q4,lossCount,ratioWins_q1,ratioWins_q2,ratioWins_q3,ratioWins_q4,sex,totalMatches_q1,totalMatches_q2,totalMatches_q3,totalMatches_q4,totalTime_q1,totalTime_q2,totalTime_q3,totalTime_q4,trainingMatches,trainingMatchesLvl_Count_Cheater_1_Vision,trainingMatchesLvl_Count_Easy,trainingMatchesLvl_Count_Elite,trainingMatchesLvl_Count_Hard,trainingMatchesLvl_Count_Harder,trainingMatchesLvl_Count_Medium,trainingMatchesLvl_Count_Very_Easy,trainingMatchesLvl_Count_Very_Hard,trainingMatchesLvl_SQ_Cheater_1_Vision,trainingMatchesLvl_SQ_Easy,trainingMatchesLvl_SQ_Elite,trainingMatchesLvl_SQ_Hard,trainingMatchesLvl_SQ_Harder,trainingMatchesLvl_SQ_Medium,trainingMatchesLvl_SQ_Very_Easy,trainingMatchesLvl_SQ_Very_Hard,trainingMatchesLvl_Time_Cheater_1_Vision,trainingMatchesLvl_Time_Easy,trainingMatchesLvl_Time_Elite,trainingMatchesLvl_Time_Hard,trainingMatchesLvl_Time_Harder,trainingMatchesLvl_Time_Medium,trainingMatchesLvl_Time_Very_Easy,trainingMatchesLvl_Time_Very_Hard,trainingTime,winCount,winsRatio
325,23.997924142059727,25.28214904817771,27.046997841210814,30.346220462152683,2,0.008666943351370837,0.006263328891141142,0.005547196997909193,0.012429032994354437,10.181818181818182,6.7631578947368425,5.487179487179487,9.5,0.024157886918217783,0.01955290387412098,0.014680356016115628,0.023527730198032098,30.060606060606062,21.842105263157894,16.17948717948718,19.18,66,0.7272727272727273,0.5789473684210527,0.48717948717948717,0.58,1,33,38,39,50,29312,29242,28928,28126,160,17,4,31,29,36,8,5,29,90.55852627359164,102.42766975051177,85.22359876026366,74.61510136139512,87.67288421488223,93.40757380539088,85.44479987457962,85.09855172838661,9355,2594,17875,27581,28778,6243,3637,19143,115608,94,0.5875
366,24.590454274583934,29.281339809475757,30.95600731332624,53.052070868727235,1,0.0012248200321812554,0.0018445665835406374,0.0017418107373440431,0.002102356705213346,2.1818181818181817,3.0,2.75,3.1818181818181817,0.007988280623492371,0.00651961550044165,0.0056527021340944195,0.005783276850315055,14.090909090909092,10.791666666666666,9.541666666666666,9.772727272727273,41,0.7727272727272727,0.5,0.4583333333333333,0.5,2,22,24,24,22,27583,28183,27224,25121,92,,4,,15,,68,5,,,55.54026629255216,,86.47386178770648,,70.9480931641886,48.98378677672167,,,4727,,15399,,81217,6768,,108111,51,0.5543478260869565
328,15.841951760907582,22.367642738429225,22.318763436240726,24.46122283665043,2,0.003486386355523745,0.004430476291918075,0.00338952574001074,0.0034268025728910164,4.916666666666667,5.913043478260869,5.285714285714286,5.35,0.010444267734839837,0.022762007122898355,0.02941816521311163,0.03409735939383031,18.416666666666668,42.95652173913044,54.80952380952381,58.3,38,0.7083333333333334,0.5652173913043478,0.47619047619047616,0.5,1,24,23,21,20,26908,27057,26973,23961,88,,14,,25,,44,5,,,62.57266367933991,,73.60103068235264,,71.04536261375975,65.51948588946942,,,16190,,28470,,54815,5424,,104899,50,0.5681818181818182
329,22.665012159043293,29.26295819252208,35.25351236422763,36.773923922419534,2,6.177966098443012e-05,0.00047083160699868445,0.0008656769346956034,0.0045130589345451725,0.0967741935483871,0.9166666666666666,1.5384615384615385,5.607142857142857,6.177966098443012e-05,0.0045254939632439145,0.002734847875518674,0.011744834672284666,0.0967741935483871,9.0,5.153846153846154,16.714285714285715,45,0.8064516129032258,0.5,0.5384615384615384,0.4642857142857143,1,31,24,26,28,28171,27473,28380,25575,109,,4,,9,59,6,5,26,,79.32782128301594,,75.28343436495427,85.49622284779309,79.92411538955236,71.85925758866125,82.85783562934643,,3574,,10487,60357,6678,5078,23425,109599,64,0.5871559633027523
362,15.712956309183056,14.388412266477388,15.013667779459444,15.249695833195302,1,0.0,3.8054646472334275e-05,1.985781802295564e-05,0.00028278666789749907,0.0,0.1,0.06666666666666667,0.6428571428571429,0.002018399973564688,0.00023198230723461328,0.0,0.0005486179368800401,2.9444444444444446,0.5,0.0,1.1428571428571428,21,0.7777777777777778,0.7,0.5333333333333333,0.5,1,18,10,15,14,20418,20712,20433,18411,57,,11,1,14,8,13,10,,,63.09598819488079,58.409904956728724,38.744817970037445,33.52018667827099,41.8941798011771,41.77390302032245,,,12365,965,22679,9242,23516,11207,,79974,36,0.631578947368421
363,31.336389867166165,39.92550299654946,39.49880667533517,39.816657733281204,1,0.0059457055548191836,0.005831368209749925,0.006933828704204522,0.0058738164352868695,10.0,13.277777777777779,14.421052631578947,11.75,0.020229871954755535,0.019443694708435454,0.02215891421222109,0.019078990237540297,35.17391304347826,48.27777777777778,45.63157894736842,43.25,27,0.782608695652174,0.7222222222222222,0.5263157894736842,0.5,1,23,18,19,16,28401,29696,27813,24352,76,,4,,9,42,10,5,6,,69.5146597498362,,48.32825981988415,59.28956902924898,57.7420134128503,77.29041384814738,89.21144558582765,,4067,,15772,66987,13209,4712,5515,110262,49,0.6447368421052632
360,27.69678289433206,31.160625467601736,32.92246258139531,41.858309636091306,1,0.010236027265758016,0.009135578082355985,0.010333629293640687,0.01571996365586094,14.73076923076923,12.678571428571429,15.185185185185185,22.5,0.02940634178329328,0.01951726931608858,0.01682587987750336,0.021357697073181074,42.38461538461539,27.75,23.51851851851852,31.923076923076923,46,0.6923076923076923,0.5,0.48148148148148145,0.6153846153846154,1,26,28,27,26,26988,27719,27550,25330,107,,7,,32,,63,5,,,60.13481466526821,,76.09406906389097,,66.05049845183004,59.77831852133892,,,6484,,31804,,65089,4210,,107587,61,0.5700934579439252
361,33.66667544117718,35.493685835212716,36.820832587597636,41.66675648621505,2,0.0013671171244178507,0.0009079913806097052,0.0014032137244931353,0.00045636633013304247,1.6,1.4,2.5555555555555554,1.0769230769230769,0.0005795107823435892,0.0009431443952223507,0.0010969051966445752,0.00038701082330470053,0.76,1.45,2.611111111111111,1.0,29,0.84,0.6,0.4444444444444444,0.46153846153846156,1,25,20,18,13,26561,26274,25465,22069,76,,4,,19,36,5,5,7,,86.27398292799052,,59.21819465987946,53.94103067272374,64.51722583757305,60.58845677499508,78.57285687914194,,2495,,25721,58245,4497,3820,5591,100369,47,0.618421052631579
308,17.946122032026008,20.87082920402394,22.691738671116347,23.256294094410592,2,0.010917930733498608,0.007514925921784624,0.00682863071056033,0.008093375418345403,23.88888888888889,15.75,10.518518518518519,14.8,0.005525256749933424,0.00352607902550696,0.004144626822017506,0.0034678509492766215,12.944444444444445,7.25,6.074074074074074,6.6,38,0.6666666666666666,0.55,0.5185185185185185,0.5,2,18,20,27,20,28036,28286,27978,25767,85,,37,,,,36,12,,,49.84224055551192,,,,69.86181818874843,11.882056145677325,,,48050,,,,43630,18387,,110067,47,0.5529411764705883
309,15.852935384028003,18.883169964252076,18.704385024757276,19.34445892543543,2,0.00022423778713375115,0.0005534083235662627,0.001931301215851483,0.0024249848910978533,0.43478260869565216,0.6,2.3421052631578947,1.9047619047619047,8.28894144691762e-05,0.0006640431065987556,0.008904197127303986,0.004324816696598295,0.2608695652173913,0.5666666666666667,13.68421052631579,3.761904761904762,61,0.782608695652174,0.5,0.5,0.47619047619047616,2,23,30,38,42,30225,28884,29608,26637,133,,7,1,49,33,18,6,19,,69.32073792900985,81.9400460350796,64.95727897752454,69.43428244951312,66.00224763946736,56.013885255274715,84.8132219450811,,8093,299,43097,22668,22873,7541,10783,115354,72,0.5413533834586466
301,19.28942470411602,22.248428183623457,29.10017022000943,27.01533639020893,2,0.004012933502513207,0.00263960769597677,0.002616704400839096,0.001366831171160503,3.8,3.6666666666666665,5.2,3.5,0.010784035069984935,0.005429502643178825,0.011134332959508402,0.011446020815999075,10.0,7.5,23.4,29.5,5,1.0,0.5,1.0,0.0,1,10,6,5,2,6663,6280,7539,3634,23,,6,,5,,7,5,,,66.23176601748108,,56.5321372180488,,70.32967523743758,78.93608813459761,,,5339,,8516,,6899,3362,,24116,18,0.782608695652174
302,20.387624309839058,29.264137888526182,28.647980162029253,35.33340149150972,2,0.002212453727801451,0.0024093849966586975,0.003427343317021786,0.0027763519403392143,3.3793103448275863,3.264705882352941,3.5294117647058822,2.8666666666666667,0.0023710884287911527,0.004897329417752519,0.005658222788322093,0.0073702771568912055,3.5517241379310347,6.588235294117647,6.176470588235294,7.7555555555555555,52,0.6551724137931034,0.6470588235294118,0.5294117647058824,0.5111111111111111,1,29,34,17,45,34603,34416,34485,33692,125,,12,,25,41,17,5,25,,66.63099004931496,,71.47570675815132,89.63735321643503,52.567423677155745,77.33119886075409,87.83716598414952,,13915,,27053,52803,20580,3914,18931,137196,73,0.584
303,14.236159975688413,14.211566866108253,14.965721999606172,14.325184368221562,2,0.0025268440579903555,0.0006713658889791913,0.0004740253444811147,0.00048664602432964017,5.25,1.2380952380952381,0.8947368421052632,0.9375,0.002352341504753095,0.0008233262227280663,0.0008955891318252938,0.0010757519714832164,5.85,1.7142857142857142,2.0526315789473686,2.5625,32,0.7,0.5238095238095238,0.47368421052631576,0.625,2,20,21,19,16,28288,27166,28191,24828,76,,35,,,,35,6,,,37.66348561808937,,,,34.874027534237655,19.94660794377492,,,44601,,,,53655,10217,,108473,44,0.5789473684210527
304,25.30716323881187,30.486812540971613,31.532085793563667,38.286722075814716,2,0.01015495046488427,0.011121690571252578,0.014814452253984114,0.01092674719312652,12.413793103448276,13.96551724137931,18.20689655172414,9.805555555555555,0.012201716549578377,0.01954932404233623,0.024934971033044182,0.026308418344781693,15.793103448275861,25.03448275862069,31.06896551724138,25.47222222222222,55,0.7241379310344828,0.4827586206896552,0.5517241379310345,0.4722222222222222,1,29,29,29,36,25735,25885,25473,23981,123,,4,,30,40,15,5,29,,69.34114644247384,,67.33066106541375,79.5482201911681,56.620192663049124,71.14836065216846,84.78470529246368,,2782,,28584,33166,13164,3278,20100,101074,68,0.5528455284552846
305,21.866330529008938,28.058536191155003,29.509633883228513,28.93730156047539,2,0.0045556984347465915,0.004657178356842806,0.00612441324874791,0.004803061667349244,5.68,5.958333333333333,6.4,4.709677419354839,0.011027603228786513,0.018784648003491475,0.012378136522834187,0.010648564230156567,14.76,25.166666666666668,14.133333333333333,11.870967741935484,45,0.76,0.5416666666666666,0.6,0.4838709677419355,1,25,24,30,31,23116,23753,23200,22323,110,,4,,39,29,12,5,21,,86.76048869377809,,80.40901076175348,85.8003855870164,79.28048792381918,81.79906758890777,87.18766212085444,,3190,,39177,21031,10143,4548,14303,92392,65,0.5909090909090909
306,15.266651924163549,26.048203465104145,30.502791291575704,25.00890632325827,2,0.0,0.0,0.002405345149367746,0.0026706699961765237,0.0,0.0,2.142857142857143,2.217391304347826,0.0,0.0,0.005750715773615965,0.006451069390223796,0.0,0.0,6.357142857142857,7.173913043478261,40,0.65,0.5714285714285714,0.5357142857142857,0.5217391304347826,2,20,21,28,23,36765,33724,32500,24685,92,,18,,12,15,35,6,6,,60.15308915639602,,47.48640286510107,86.41989392464129,48.83914669843995,14.9032555514556,89.51180990388039,,29127,,11994,10225,59684,12083,4561,127674,52,0.5652173913043478
307,21.9095903176161,24.97954974922928,26.59606126927338,28.494241993509487,2,0.002118889777955755,0.0023601786232529697,0.0036829200814702608,0.005503293974852232,3.9047619047619047,4.523809523809524,5.52,6.642857142857143,0.011930410026885094,0.013181890591397011,0.016627123473515214,0.023765144648709383,21.80952380952381,25.61904761904762,24.64,29.75,37,0.7619047619047619,0.6190476190476191,0.56,0.5357142857142857,2,21,21,25,28,28390,28424,27381,25180,95,,6,,25,41,14,5,4,,48.334178128904426,,57.96243608841138,79.57910926735201,35.592718735600016,48.527473690109446,79.20855555940639,,6723,,31735,40800,21708,4946,3463,109375,58,0.6105263157894737
357,19.43549655713774,25.595291595833718,31.255736807682396,40.95836388985225,1,0.0034584244851527854,0.004131058914142168,0.004992159492746566,0.006506204563048527,5.857142857142857,6.818181818181818,7.434782608695652,9.5,0.011564862812292867,0.012906508106926536,0.017971336544560276,0.01881851289548841,21.19047619047619,22.5,31.043478260869566,28.818181818181817,38,0.8095238095238095,0.5454545454545454,0.4782608695652174,0.45454545454545453,1,21,22,23,22,26444,26690,26814,23181,88,,5,,49,1,28,5,,,67.1007396222083,,65.59452799028793,76.55349159587325,66.93189463969964,53.45888631614318,,,5859,,57866,864,31922,6618,,103129,50,0.5681818181818182
356,19.927979871358044,31.456988600399505,30.666258809251833,31.894728648620113,1,0.0033711711704802073,0.004534668719324685,0.006278591137723113,0.006335735224536654,5.32,9.105263157894736,9.91304347826087,8.826086956521738,0.029452297159332046,0.06447941571551756,0.06300189633925582,0.06264935749044397,51.48,132.8421052631579,103.21739130434783,94.17391304347827,36,0.76,0.6842105263157895,0.5217391304347826,0.43478260869565216,1,25,19,23,23,28069,27693,26970,24349,90,,4,,19,44,12,5,6,,78.68378714392571,,78.97227241729348,92.30885878495562,77.18306915911151,49.03188711641482,91.77364263095797,,3252,,27090,51650,15239,4475,5375,107081,54,0.6
355,21.219000059346484,26.728755078185568,28.186795980022108,28.453112343183385,1,0.012223172686852987,0.0020987225428563015,0.0013357984591041991,0.0011385834361778606,15.642857142857142,3.6,2.269230769230769,2.0,0.015933614477238758,0.006536184819058723,0.006617350978570299,0.005087537096205651,19.357142857142858,10.4,11.384615384615385,9.0,36,1.0,0.5666666666666667,0.46153846153846156,0.5909090909090909,1,14,30,26,22,34004,32965,32467,29952,92,,4,,21,46,4,5,12,,82.8671950185265,,78.14308676364234,76.29021263563268,80.84682320303611,79.21263289655738,81.38234587471894,,2903,,46336,60108,3853,3843,12345,129388,56,0.6086956521739131
354,26.790581816348567,37.749750965929074,37.04390025285896,40.21169724924575,1,0.005269883796563298,0.005713386675399093,0.005154836175394069,0.005202820734865218,7.407407407407407,9.136363636363637,6.2,6.958333333333333,0.01661959497110013,0.02162264603107328,0.015502407289177662,0.017296363872352356,24.51851851851852,37.68181818181818,19.9,25.416666666666668,43,0.7407407407407407,0.5909090909090909,0.5333333333333333,0.4583333333333333,1,27,22,30,24,27500,26894,27924,24297,103,,4,,16,34,7,5,37,,88.40148942364644,,74.04165899601358,76.58091214158236,85.74313457264012,72.44796834970859,77.8632665042758,,3041,,20434,37273,6543,4871,34453,106615,60,0.5825242718446602
353,14.92426938796601,30.559339828999917,23.39793907364593,21.785445724872925,1,0.0036731038470530853,0.0028208529305236586,0.0027147265960990414,0.003136896855811969,7.25,6.375,6.8,7.4375,0.008304767017162434,0.011212634509216255,0.009502630651625444,0.007574336849701225,17.55,30.5,27.466666666666665,20.125,28,0.75,0.5625,0.4666666666666667,0.5,1,20,16,15,16,30391,29604,29607,28709,67,,7,,23,,32,5,,,19.504022894009182,,47.63938131255756,,30.247212748497816,22.28970994532017,,,11335,,36785,,63279,6912,,118311,39,0.582089552238806
352,14.588772527741929,19.4991122530101,19.98474493113911,19.911740554448755,1,9.82418836674249e-05,0.0,3.309329662183629e-05,0.0,0.3,0.0,0.05263157894736842,0.0,0.009231939679517253,0.02316063670533723,0.0233257009085879,0.02349098895727791,14.7,40.81818181818182,45.578947368421055,46.111111111111114,33,0.75,0.5909090909090909,0.47368421052631576,0.5,2,20,22,19,18,26576,27123,26617,24765,79,,8,,40,,22,9,,,36.782328188332514,,66.21676308666187,,65.11849247959259,9.265426496070518,,,8257,,54955,,27299,14570,,105081,46,0.5822784810126582
351,27.348222561516938,32.59238730646068,33.034072231040895,35.39517161246456,1,0.0037886623359145747,0.004782348684275091,0.0050984393265273925,0.005527523658443282,4.303030303030303,6.730769230769231,6.925925925925926,7.782608695652174,0.020085722951923374,0.031666512546627085,0.028049485279138378,0.03196166619034308,25.12121212121212,46.07692307692308,40.25925925925926,46.47826086956522,45,0.8181818181818182,0.5,0.5185185185185185,0.43478260869565216,1,33,26,27,23,26686,26551,27086,23642,109,,4,10,10,16,6,5,58,,71.48891958354622,82.99388015191846,74.06489076443555,89.66812992674332,76.26091275762099,68.450501962539,88.98021818207187,,2442,10811,9566,14716,4445,3320,58665,103965,64,0.5871559633027523
350,23.050530589691103,25.27840041349339,26.708766987678718,29.834968470519918,1,0.00014070666245472342,0.007672228820504818,0.0028846689231740714,0.0026209334816952434,0.25,11.576923076923077,4.0,3.230769230769231,0.004041081261267047,0.01949839569039196,0.027563035865558246,0.03455028070109801,7.666666666666667,28.846153846153847,39.18518518518518,45.23076923076923,44,0.7916666666666666,0.5,0.5555555555555556,0.46153846153846156,2,24,26,27,26,28234,26669,27291,24455,103,,5,,43,4,44,7,,,50.75811615666453,,87.7561412298727,98.41219239619238,67.84943521345727,45.32998644829033,,,5046,,41284,3945,47895,8479,,106649,59,0.5728155339805825
359,26.319519445897857,26.20542686983904,24.618945332186257,26.61230781675399,1,0.004082360651152161,0.004229181347369406,0.004476398144477538,0.00425299623211509,6.458333333333333,7.2272727272727275,9.421052631578947,9.0,0.022194908764353056,0.030583769670386982,0.02784560359215734,0.02750696958345677,35.583333333333336,53.27272727272727,61.578947368421055,64.21428571428571,32,0.7916666666666666,0.5,0.5263157894736842,0.5,1,24,22,19,14,27501,27260,28424,22573,79,,7,,16,,47,9,,,76.86934665609135,,73.72774411410174,,71.21923470024186,46.67033392777407,,,6014,,25312,,63994,10438,,105758,47,0.5949367088607594
358,17.474819852835715,16.10906239982277,18.05208805646765,16.467722697186385,1,0.004193761252661321,0.0,0.0,0.0,6.625,0.0,0.0,0.0,0.006624593882442952,0.0,0.0,0.0,10.125,0.0,0.0,0.0,29,0.625,0.5333333333333333,0.5,0.4666666666666667,1,16,15,16,15,26826,27615,26480,23078,62,,25,,,,22,15,,,33.29919995925451,,,,61.57514334482906,20.95672325596351,,,43380,,,,31920,28699,,103999,33,0.532258064516129
